id;name;lv;powerValue;ranking;card_star;card_lv;card_count;skill_lv
2625;robot02625;100;10000;2625;5;55;4;5
2626;robot02626;100;10000;2626;5;55;4;5
2627;robot02627;100;10000;2627;5;55;4;5
2628;robot02628;100;10000;2628;5;55;4;5
2629;robot02629;100;10000;2629;5;55;4;5
2630;robot02630;100;10000;2630;5;55;4;5
2631;robot02631;100;10000;2631;5;55;4;5
2632;robot02632;100;10000;2632;5;55;4;5
2633;robot02633;100;10000;2633;5;55;4;5
2634;robot02634;100;10000;2634;5;55;4;5
2635;robot02635;100;10000;2635;5;55;4;5
2636;robot02636;100;10000;2636;5;55;4;5
2637;robot02637;100;10000;2637;5;55;4;5
2638;robot02638;100;10000;2638;5;55;4;5
2639;robot02639;100;10000;2639;5;55;4;5
2640;robot02640;100;10000;2640;5;55;4;5
2641;robot02641;100;10000;2641;5;55;4;5
2642;robot02642;100;10000;2642;5;55;4;5
2643;robot02643;100;10000;2643;5;55;4;5
2644;robot02644;100;10000;2644;5;55;4;5
2645;robot02645;100;10000;2645;5;55;4;5
2646;robot02646;100;10000;2646;5;55;4;5
2647;robot02647;100;10000;2647;5;55;4;5
2648;robot02648;100;10000;2648;5;55;4;5
2649;robot02649;100;10000;2649;5;55;4;5
2650;robot02650;100;10000;2650;5;55;4;5
2651;robot02651;100;10000;2651;5;55;4;5
2652;robot02652;100;10000;2652;5;55;4;5
2653;robot02653;100;10000;2653;5;55;4;5
2654;robot02654;100;10000;2654;5;55;4;5
2655;robot02655;100;10000;2655;5;55;4;5
2656;robot02656;100;10000;2656;5;55;4;5
2657;robot02657;100;10000;2657;5;55;4;5
2658;robot02658;100;10000;2658;5;55;4;5
2659;robot02659;100;10000;2659;5;55;4;5
2660;robot02660;100;10000;2660;5;55;4;5
2661;robot02661;100;10000;2661;5;55;4;5
2662;robot02662;100;10000;2662;5;55;4;5
2663;robot02663;100;10000;2663;5;55;4;5
2664;robot02664;100;10000;2664;5;55;4;5
2665;robot02665;100;10000;2665;5;55;4;5
2666;robot02666;100;10000;2666;5;55;4;5
2667;robot02667;100;10000;2667;5;55;4;5
2668;robot02668;100;10000;2668;5;55;4;5
2669;robot02669;100;10000;2669;5;55;4;5
2670;robot02670;100;10000;2670;5;55;4;5
2671;robot02671;100;10000;2671;5;55;4;5
2672;robot02672;100;10000;2672;5;55;4;5
2673;robot02673;100;10000;2673;5;55;4;5
2674;robot02674;100;10000;2674;5;55;4;5
2675;robot02675;100;10000;2675;5;55;4;5
2676;robot02676;100;10000;2676;5;55;4;5
2677;robot02677;100;10000;2677;5;55;4;5
2678;robot02678;100;10000;2678;5;55;4;5
2679;robot02679;100;10000;2679;5;55;4;5
2680;robot02680;100;10000;2680;5;55;4;5
2681;robot02681;100;10000;2681;5;55;4;5
2682;robot02682;100;10000;2682;5;55;4;5
2683;robot02683;100;10000;2683;5;55;4;5
2684;robot02684;100;10000;2684;5;55;4;5
2685;robot02685;100;10000;2685;5;55;4;5
2686;robot02686;100;10000;2686;5;55;4;5
2687;robot02687;100;10000;2687;5;55;4;5
2688;robot02688;100;10000;2688;5;55;4;5
2689;robot02689;100;10000;2689;5;55;4;5
2690;robot02690;100;10000;2690;5;55;4;5
2691;robot02691;100;10000;2691;5;55;4;5
2692;robot02692;100;10000;2692;5;55;4;5
2693;robot02693;100;10000;2693;5;55;4;5
2694;robot02694;100;10000;2694;5;55;4;5
2695;robot02695;100;10000;2695;5;55;4;5
2696;robot02696;100;10000;2696;5;55;4;5
2697;robot02697;100;10000;2697;5;55;4;5
2698;robot02698;100;10000;2698;5;55;4;5
2699;robot02699;100;10000;2699;5;55;4;5
2700;robot02700;100;10000;2700;5;55;4;5
2701;robot02701;100;10000;2701;5;55;4;5
2702;robot02702;100;10000;2702;5;55;4;5
2703;robot02703;100;10000;2703;5;55;4;5
2704;robot02704;100;10000;2704;5;55;4;5
2705;robot02705;100;10000;2705;5;55;4;5
2706;robot02706;100;10000;2706;5;55;4;5
2707;robot02707;100;10000;2707;5;55;4;5
2708;robot02708;100;10000;2708;5;55;4;5
2709;robot02709;100;10000;2709;5;55;4;5
2710;robot02710;100;10000;2710;5;55;4;5
2711;robot02711;100;10000;2711;5;55;4;5
2712;robot02712;100;10000;2712;5;55;4;5
2713;robot02713;100;10000;2713;5;55;4;5
2714;robot02714;100;10000;2714;5;55;4;5
2715;robot02715;100;10000;2715;5;55;4;5
2716;robot02716;100;10000;2716;5;55;4;5
2717;robot02717;100;10000;2717;5;55;4;5
2718;robot02718;100;10000;2718;5;55;4;5
2719;robot02719;100;10000;2719;5;55;4;5
2720;robot02720;100;10000;2720;5;55;4;5
2721;robot02721;100;10000;2721;5;55;4;5
2722;robot02722;100;10000;2722;5;55;4;5
2723;robot02723;100;10000;2723;5;55;4;5
2724;robot02724;100;10000;2724;5;55;4;5
2725;robot02725;100;10000;2725;5;55;4;5
2726;robot02726;100;10000;2726;5;55;4;5
2727;robot02727;100;10000;2727;5;55;4;5
2728;robot02728;100;10000;2728;5;55;4;5
2729;robot02729;100;10000;2729;5;55;4;5
2730;robot02730;100;10000;2730;5;55;4;5
2731;robot02731;100;10000;2731;5;55;4;5
2732;robot02732;100;10000;2732;5;55;4;5
2733;robot02733;100;10000;2733;5;55;4;5
2734;robot02734;100;10000;2734;5;55;4;5
2735;robot02735;100;10000;2735;5;55;4;5
2736;robot02736;100;10000;2736;5;55;4;5
2737;robot02737;100;10000;2737;5;55;4;5
2738;robot02738;100;10000;2738;5;55;4;5
2739;robot02739;100;10000;2739;5;55;4;5
2740;robot02740;100;10000;2740;5;55;4;5
2741;robot02741;100;10000;2741;5;55;4;5
2742;robot02742;100;10000;2742;5;55;4;5
2743;robot02743;100;10000;2743;5;55;4;5
2744;robot02744;100;10000;2744;5;55;4;5
2745;robot02745;100;10000;2745;5;55;4;5
2746;robot02746;100;10000;2746;5;55;4;5
2747;robot02747;100;10000;2747;5;55;4;5
2748;robot02748;100;10000;2748;5;55;4;5
2749;robot02749;100;10000;2749;5;55;4;5
2750;robot02750;100;10000;2750;5;55;4;5
2751;robot02751;100;10000;2751;5;55;4;5
2752;robot02752;100;10000;2752;5;55;4;5
2753;robot02753;100;10000;2753;5;55;4;5
2754;robot02754;100;10000;2754;5;55;4;5
2755;robot02755;100;10000;2755;5;55;4;5
2756;robot02756;100;10000;2756;5;55;4;5
2757;robot02757;100;10000;2757;5;55;4;5
2758;robot02758;100;10000;2758;5;55;4;5
2759;robot02759;100;10000;2759;5;55;4;5
2760;robot02760;100;10000;2760;5;55;4;5
2761;robot02761;100;10000;2761;5;55;4;5
2762;robot02762;100;10000;2762;5;55;4;5
2763;robot02763;100;10000;2763;5;55;4;5
2764;robot02764;100;10000;2764;5;55;4;5
2765;robot02765;100;10000;2765;5;55;4;5
2766;robot02766;100;10000;2766;5;55;4;5
2767;robot02767;100;10000;2767;5;55;4;5
2768;robot02768;100;10000;2768;5;55;4;5
2769;robot02769;100;10000;2769;5;55;4;5
2770;robot02770;100;10000;2770;5;55;4;5
2771;robot02771;100;10000;2771;5;55;4;5
2772;robot02772;100;10000;2772;5;55;4;5
2773;robot02773;100;10000;2773;5;55;4;5
2774;robot02774;100;10000;2774;5;55;4;5
2775;robot02775;100;10000;2775;5;55;4;5
2776;robot02776;100;10000;2776;5;55;4;5
2777;robot02777;100;10000;2777;5;55;4;5
2778;robot02778;100;10000;2778;5;55;4;5
2779;robot02779;100;10000;2779;5;55;4;5
2780;robot02780;100;10000;2780;5;55;4;5
2781;robot02781;100;10000;2781;5;55;4;5
2782;robot02782;100;10000;2782;5;55;4;5
2783;robot02783;100;10000;2783;5;55;4;5
2784;robot02784;100;10000;2784;5;55;4;5
2785;robot02785;100;10000;2785;5;55;4;5
2786;robot02786;100;10000;2786;5;55;4;5
2787;robot02787;100;10000;2787;5;55;4;5
2788;robot02788;100;10000;2788;5;55;4;5
2789;robot02789;100;10000;2789;5;55;4;5
2790;robot02790;100;10000;2790;5;55;4;5
2791;robot02791;100;10000;2791;5;55;4;5
2792;robot02792;100;10000;2792;5;55;4;5
2793;robot02793;100;10000;2793;5;55;4;5
2794;robot02794;100;10000;2794;5;55;4;5
2795;robot02795;100;10000;2795;5;55;4;5
2796;robot02796;100;10000;2796;5;55;4;5
2797;robot02797;100;10000;2797;5;55;4;5
2798;robot02798;100;10000;2798;5;55;4;5
2799;robot02799;100;10000;2799;5;55;4;5
2800;robot02800;100;10000;2800;5;55;4;5
2801;robot02801;100;10000;2801;5;55;4;5
2802;robot02802;100;10000;2802;5;55;4;5
2803;robot02803;100;10000;2803;5;55;4;5
2804;robot02804;100;10000;2804;5;55;4;5
2805;robot02805;100;10000;2805;5;55;4;5
2806;robot02806;100;10000;2806;5;55;4;5
2807;robot02807;100;10000;2807;5;55;4;5
2808;robot02808;100;10000;2808;5;55;4;5
2809;robot02809;100;10000;2809;5;55;4;5
2810;robot02810;100;10000;2810;5;55;4;5
2811;robot02811;100;10000;2811;5;55;4;5
2812;robot02812;100;10000;2812;5;55;4;5
2813;robot02813;100;10000;2813;5;55;4;5
2814;robot02814;100;10000;2814;5;55;4;5
2815;robot02815;100;10000;2815;5;55;4;5
2816;robot02816;100;10000;2816;5;55;4;5
2817;robot02817;100;10000;2817;5;55;4;5
2818;robot02818;100;10000;2818;5;55;4;5
2819;robot02819;100;10000;2819;5;55;4;5
2820;robot02820;100;10000;2820;5;55;4;5
2821;robot02821;100;10000;2821;5;55;4;5
2822;robot02822;100;10000;2822;5;55;4;5
2823;robot02823;100;10000;2823;5;55;4;5
2824;robot02824;100;10000;2824;5;55;4;5
2825;robot02825;100;10000;2825;5;55;4;5
2826;robot02826;100;10000;2826;5;55;4;5
2827;robot02827;100;10000;2827;5;55;4;5
2828;robot02828;100;10000;2828;5;55;4;5
2829;robot02829;100;10000;2829;5;55;4;5
2830;robot02830;100;10000;2830;5;55;4;5
2831;robot02831;100;10000;2831;5;55;4;5
2832;robot02832;100;10000;2832;5;55;4;5
2833;robot02833;100;10000;2833;5;55;4;5
2834;robot02834;100;10000;2834;5;55;4;5
2835;robot02835;100;10000;2835;5;55;4;5
2836;robot02836;100;10000;2836;5;55;4;5
2837;robot02837;100;10000;2837;5;55;4;5
2838;robot02838;100;10000;2838;5;55;4;5
2839;robot02839;100;10000;2839;5;55;4;5
2840;robot02840;100;10000;2840;5;55;4;5
2841;robot02841;100;10000;2841;5;55;4;5
2842;robot02842;100;10000;2842;5;55;4;5
2843;robot02843;100;10000;2843;5;55;4;5
2844;robot02844;100;10000;2844;5;55;4;5
2845;robot02845;100;10000;2845;5;55;4;5
2846;robot02846;100;10000;2846;5;55;4;5
2847;robot02847;100;10000;2847;5;55;4;5
2848;robot02848;100;10000;2848;5;55;4;5
2849;robot02849;100;10000;2849;5;55;4;5
2850;robot02850;100;10000;2850;5;55;4;5
2851;robot02851;100;10000;2851;5;55;4;5
2852;robot02852;100;10000;2852;5;55;4;5
2853;robot02853;100;10000;2853;5;55;4;5
2854;robot02854;100;10000;2854;5;55;4;5
2855;robot02855;100;10000;2855;5;55;4;5
2856;robot02856;100;10000;2856;5;55;4;5
2857;robot02857;100;10000;2857;5;55;4;5
2858;robot02858;100;10000;2858;5;55;4;5
2859;robot02859;100;10000;2859;5;55;4;5
2860;robot02860;100;10000;2860;5;55;4;5
2861;robot02861;100;10000;2861;5;55;4;5
2862;robot02862;100;10000;2862;5;55;4;5
2863;robot02863;100;10000;2863;5;55;4;5
2864;robot02864;100;10000;2864;5;55;4;5
2865;robot02865;100;10000;2865;5;55;4;5
2866;robot02866;100;10000;2866;5;55;4;5
2867;robot02867;100;10000;2867;5;55;4;5
2868;robot02868;100;10000;2868;5;55;4;5
2869;robot02869;100;10000;2869;5;55;4;5
2870;robot02870;100;10000;2870;5;55;4;5
2871;robot02871;100;10000;2871;5;55;4;5
2872;robot02872;100;10000;2872;5;55;4;5
2873;robot02873;100;10000;2873;5;55;4;5
2874;robot02874;100;10000;2874;5;55;4;5
2875;robot02875;100;10000;2875;5;55;4;5
2876;robot02876;100;10000;2876;5;55;4;5
2877;robot02877;100;10000;2877;5;55;4;5
2878;robot02878;100;10000;2878;5;55;4;5
2879;robot02879;100;10000;2879;5;55;4;5
2880;robot02880;100;10000;2880;5;55;4;5
2881;robot02881;100;10000;2881;5;55;4;5
2882;robot02882;100;10000;2882;5;55;4;5
2883;robot02883;100;10000;2883;5;55;4;5
2884;robot02884;100;10000;2884;5;55;4;5
2885;robot02885;100;10000;2885;5;55;4;5
2886;robot02886;100;10000;2886;5;55;4;5
2887;robot02887;100;10000;2887;5;55;4;5
2888;robot02888;100;10000;2888;5;55;4;5
2889;robot02889;100;10000;2889;5;55;4;5
2890;robot02890;100;10000;2890;5;55;4;5
2891;robot02891;100;10000;2891;5;55;4;5
2892;robot02892;100;10000;2892;5;55;4;5
2893;robot02893;100;10000;2893;5;55;4;5
2894;robot02894;100;10000;2894;5;55;4;5
2895;robot02895;100;10000;2895;5;55;4;5
2896;robot02896;100;10000;2896;5;55;4;5
2897;robot02897;100;10000;2897;5;55;4;5
2898;robot02898;100;10000;2898;5;55;4;5
2899;robot02899;100;10000;2899;5;55;4;5
2900;robot02900;100;10000;2900;5;55;4;5
2901;robot02901;100;10000;2901;5;55;4;5
2902;robot02902;100;10000;2902;5;55;4;5
2903;robot02903;100;10000;2903;5;55;4;5
2904;robot02904;100;10000;2904;5;55;4;5
2905;robot02905;100;10000;2905;5;55;4;5
2906;robot02906;100;10000;2906;5;55;4;5
2907;robot02907;100;10000;2907;5;55;4;5
2908;robot02908;100;10000;2908;5;55;4;5
2909;robot02909;100;10000;2909;5;55;4;5
2910;robot02910;100;10000;2910;5;55;4;5
2911;robot02911;100;10000;2911;5;55;4;5
2912;robot02912;100;10000;2912;5;55;4;5
2913;robot02913;100;10000;2913;5;55;4;5
2914;robot02914;100;10000;2914;5;55;4;5
2915;robot02915;100;10000;2915;5;55;4;5
2916;robot02916;100;10000;2916;5;55;4;5
2917;robot02917;100;10000;2917;5;55;4;5
2918;robot02918;100;10000;2918;5;55;4;5
2919;robot02919;100;10000;2919;5;55;4;5
2920;robot02920;100;10000;2920;5;55;4;5
2921;robot02921;100;10000;2921;5;55;4;5
2922;robot02922;100;10000;2922;5;55;4;5
2923;robot02923;100;10000;2923;5;55;4;5
2924;robot02924;100;10000;2924;5;55;4;5
2925;robot02925;100;10000;2925;5;55;4;5
2926;robot02926;100;10000;2926;5;55;4;5
2927;robot02927;100;10000;2927;5;55;4;5
2928;robot02928;100;10000;2928;5;55;4;5
2929;robot02929;100;10000;2929;5;55;4;5
2930;robot02930;100;10000;2930;5;55;4;5
2931;robot02931;100;10000;2931;5;55;4;5
2932;robot02932;100;10000;2932;5;55;4;5
2933;robot02933;100;10000;2933;5;55;4;5
2934;robot02934;100;10000;2934;5;55;4;5
2935;robot02935;100;10000;2935;5;55;4;5
2936;robot02936;100;10000;2936;5;55;4;5
2937;robot02937;100;10000;2937;5;55;4;5
2938;robot02938;100;10000;2938;5;55;4;5
2939;robot02939;100;10000;2939;5;55;4;5
2940;robot02940;100;10000;2940;5;55;4;5
2941;robot02941;100;10000;2941;5;55;4;5
2942;robot02942;100;10000;2942;5;55;4;5
2943;robot02943;100;10000;2943;5;55;4;5
2944;robot02944;100;10000;2944;5;55;4;5
2945;robot02945;100;10000;2945;5;55;4;5
2946;robot02946;100;10000;2946;5;55;4;5
2947;robot02947;100;10000;2947;5;55;4;5
2948;robot02948;100;10000;2948;5;55;4;5
2949;robot02949;100;10000;2949;5;55;4;5
2950;robot02950;100;10000;2950;5;55;4;5
2951;robot02951;100;10000;2951;5;55;4;5
2952;robot02952;100;10000;2952;5;55;4;5
2953;robot02953;100;10000;2953;5;55;4;5
2954;robot02954;100;10000;2954;5;55;4;5
2955;robot02955;100;10000;2955;5;55;4;5
2956;robot02956;100;10000;2956;5;55;4;5
2957;robot02957;100;10000;2957;5;55;4;5
2958;robot02958;100;10000;2958;5;55;4;5
2959;robot02959;100;10000;2959;5;55;4;5
2960;robot02960;100;10000;2960;5;55;4;5
2961;robot02961;100;10000;2961;5;55;4;5
2962;robot02962;100;10000;2962;5;55;4;5
2963;robot02963;100;10000;2963;5;55;4;5
2964;robot02964;100;10000;2964;5;55;4;5
2965;robot02965;100;10000;2965;5;55;4;5
2966;robot02966;100;10000;2966;5;55;4;5
2967;robot02967;100;10000;2967;5;55;4;5
2968;robot02968;100;10000;2968;5;55;4;5
2969;robot02969;100;10000;2969;5;55;4;5
2970;robot02970;100;10000;2970;5;55;4;5
2971;robot02971;100;10000;2971;5;55;4;5
2972;robot02972;100;10000;2972;5;55;4;5
2973;robot02973;100;10000;2973;5;55;4;5
2974;robot02974;100;10000;2974;5;55;4;5
2975;robot02975;100;10000;2975;5;55;4;5
2976;robot02976;100;10000;2976;5;55;4;5
2977;robot02977;100;10000;2977;5;55;4;5
2978;robot02978;100;10000;2978;5;55;4;5
2979;robot02979;100;10000;2979;5;55;4;5
2980;robot02980;100;10000;2980;5;55;4;5
2981;robot02981;100;10000;2981;5;55;4;5
2982;robot02982;100;10000;2982;5;55;4;5
2983;robot02983;100;10000;2983;5;55;4;5
2984;robot02984;100;10000;2984;5;55;4;5
2985;robot02985;100;10000;2985;5;55;4;5
2986;robot02986;100;10000;2986;5;55;4;5
2987;robot02987;100;10000;2987;5;55;4;5
2988;robot02988;100;10000;2988;5;55;4;5
2989;robot02989;100;10000;2989;5;55;4;5
2990;robot02990;100;10000;2990;5;55;4;5
2991;robot02991;100;10000;2991;5;55;4;5
2992;robot02992;100;10000;2992;5;55;4;5
2993;robot02993;100;10000;2993;5;55;4;5
2994;robot02994;100;10000;2994;5;55;4;5
2995;robot02995;100;10000;2995;5;55;4;5
2996;robot02996;100;10000;2996;5;55;4;5
2997;robot02997;100;10000;2997;5;55;4;5
2998;robot02998;100;10000;2998;5;55;4;5
2999;robot02999;100;10000;2999;5;55;4;5
3000;robot03000;100;10000;3000;5;55;4;5
3001;robot03001;100;10000;3001;5;55;4;5
3002;robot03002;100;10000;3002;5;55;4;5
3003;robot03003;100;10000;3003;5;55;4;5
3004;robot03004;100;10000;3004;5;55;4;5
3005;robot03005;100;10000;3005;5;55;4;5
3006;robot03006;100;10000;3006;5;55;4;5
3007;robot03007;100;10000;3007;5;55;4;5
3008;robot03008;100;10000;3008;5;55;4;5
3009;robot03009;100;10000;3009;5;55;4;5
3010;robot03010;100;10000;3010;5;55;4;5
3011;robot03011;100;10000;3011;5;55;4;5
3012;robot03012;100;10000;3012;5;55;4;5
3013;robot03013;100;10000;3013;5;55;4;5
3014;robot03014;100;10000;3014;5;55;4;5
3015;robot03015;100;10000;3015;5;55;4;5
3016;robot03016;100;10000;3016;5;55;4;5
3017;robot03017;100;10000;3017;5;55;4;5
3018;robot03018;100;10000;3018;5;55;4;5
3019;robot03019;100;10000;3019;5;55;4;5
3020;robot03020;100;10000;3020;5;55;4;5
3021;robot03021;100;10000;3021;5;55;4;5
3022;robot03022;100;10000;3022;5;55;4;5
3023;robot03023;100;10000;3023;5;55;4;5
3024;robot03024;100;10000;3024;5;55;4;5
3025;robot03025;100;10000;3025;5;55;4;5
3026;robot03026;100;10000;3026;5;55;4;5
3027;robot03027;100;10000;3027;5;55;4;5
3028;robot03028;100;10000;3028;5;55;4;5
3029;robot03029;100;10000;3029;5;55;4;5
3030;robot03030;100;10000;3030;5;55;4;5
3031;robot03031;100;10000;3031;5;55;4;5
3032;robot03032;100;10000;3032;5;55;4;5
3033;robot03033;100;10000;3033;5;55;4;5
3034;robot03034;100;10000;3034;5;55;4;5
3035;robot03035;100;10000;3035;5;55;4;5
3036;robot03036;100;10000;3036;5;55;4;5
3037;robot03037;100;10000;3037;5;55;4;5
3038;robot03038;100;10000;3038;5;55;4;5
3039;robot03039;100;10000;3039;5;55;4;5
3040;robot03040;100;10000;3040;5;55;4;5
3041;robot03041;100;10000;3041;5;55;4;5
3042;robot03042;100;10000;3042;5;55;4;5
3043;robot03043;100;10000;3043;5;55;4;5
3044;robot03044;100;10000;3044;5;55;4;5
3045;robot03045;100;10000;3045;5;55;4;5
3046;robot03046;100;10000;3046;5;55;4;5
3047;robot03047;100;10000;3047;5;55;4;5
3048;robot03048;100;10000;3048;5;55;4;5
3049;robot03049;100;10000;3049;5;55;4;5
3050;robot03050;100;10000;3050;5;55;4;5
3051;robot03051;100;10000;3051;5;55;4;5
3052;robot03052;100;10000;3052;5;55;4;5
3053;robot03053;100;10000;3053;5;55;4;5
3054;robot03054;100;10000;3054;5;55;4;5
3055;robot03055;100;10000;3055;5;55;4;5
3056;robot03056;100;10000;3056;5;55;4;5
3057;robot03057;100;10000;3057;5;55;4;5
3058;robot03058;100;10000;3058;5;55;4;5
3059;robot03059;100;10000;3059;5;55;4;5
3060;robot03060;100;10000;3060;5;55;4;5
3061;robot03061;100;10000;3061;5;55;4;5
3062;robot03062;100;10000;3062;5;55;4;5
3063;robot03063;100;10000;3063;5;55;4;5
3064;robot03064;100;10000;3064;5;55;4;5
3065;robot03065;100;10000;3065;5;55;4;5
3066;robot03066;100;10000;3066;5;55;4;5
3067;robot03067;100;10000;3067;5;55;4;5
3068;robot03068;100;10000;3068;5;55;4;5
3069;robot03069;100;10000;3069;5;55;4;5
3070;robot03070;100;10000;3070;5;55;4;5
3071;robot03071;100;10000;3071;5;55;4;5
3072;robot03072;100;10000;3072;5;55;4;5
3073;robot03073;100;10000;3073;5;55;4;5
3074;robot03074;100;10000;3074;5;55;4;5
3075;robot03075;100;10000;3075;5;55;4;5
3076;robot03076;100;10000;3076;5;55;4;5
3077;robot03077;100;10000;3077;5;55;4;5
3078;robot03078;100;10000;3078;5;55;4;5
3079;robot03079;100;10000;3079;5;55;4;5
3080;robot03080;100;10000;3080;5;55;4;5
3081;robot03081;100;10000;3081;5;55;4;5
3082;robot03082;100;10000;3082;5;55;4;5
3083;robot03083;100;10000;3083;5;55;4;5
3084;robot03084;100;10000;3084;5;55;4;5
3085;robot03085;100;10000;3085;5;55;4;5
3086;robot03086;100;10000;3086;5;55;4;5
3087;robot03087;100;10000;3087;5;55;4;5
3088;robot03088;100;10000;3088;5;55;4;5
3089;robot03089;100;10000;3089;5;55;4;5
3090;robot03090;100;10000;3090;5;55;4;5
3091;robot03091;100;10000;3091;5;55;4;5
3092;robot03092;100;10000;3092;5;55;4;5
3093;robot03093;100;10000;3093;5;55;4;5
3094;robot03094;100;10000;3094;5;55;4;5
3095;robot03095;100;10000;3095;5;55;4;5
3096;robot03096;100;10000;3096;5;55;4;5
3097;robot03097;100;10000;3097;5;55;4;5
3098;robot03098;100;10000;3098;5;55;4;5
3099;robot03099;100;10000;3099;5;55;4;5
3100;robot03100;100;10000;3100;5;55;4;5
3101;robot03101;100;10000;3101;5;55;4;5
3102;robot03102;100;10000;3102;5;55;4;5
3103;robot03103;100;10000;3103;5;55;4;5
3104;robot03104;100;10000;3104;5;55;4;5
3105;robot03105;100;10000;3105;5;55;4;5
3106;robot03106;100;10000;3106;5;55;4;5
3107;robot03107;100;10000;3107;5;55;4;5
3108;robot03108;100;10000;3108;5;55;4;5
3109;robot03109;100;10000;3109;5;55;4;5
3110;robot03110;100;10000;3110;5;55;4;5
3111;robot03111;100;10000;3111;5;55;4;5
3112;robot03112;100;10000;3112;5;55;4;5
3113;robot03113;100;10000;3113;5;55;4;5
3114;robot03114;100;10000;3114;5;55;4;5
3115;robot03115;100;10000;3115;5;55;4;5
3116;robot03116;100;10000;3116;5;55;4;5
3117;robot03117;100;10000;3117;5;55;4;5
3118;robot03118;100;10000;3118;5;55;4;5
3119;robot03119;100;10000;3119;5;55;4;5
3120;robot03120;100;10000;3120;5;55;4;5
3121;robot03121;100;10000;3121;5;55;4;5
3122;robot03122;100;10000;3122;5;55;4;5
3123;robot03123;100;10000;3123;5;55;4;5
3124;robot03124;100;10000;3124;5;55;4;5
3125;robot03125;100;10000;3125;5;55;4;5
3126;robot03126;100;10000;3126;5;55;4;5
3127;robot03127;100;10000;3127;5;55;4;5
3128;robot03128;100;10000;3128;5;55;4;5
3129;robot03129;100;10000;3129;5;55;4;5
3130;robot03130;100;10000;3130;5;55;4;5
3131;robot03131;100;10000;3131;5;55;4;5
3132;robot03132;100;10000;3132;5;55;4;5
3133;robot03133;100;10000;3133;5;55;4;5
3134;robot03134;100;10000;3134;5;55;4;5
3135;robot03135;100;10000;3135;5;55;4;5
3136;robot03136;100;10000;3136;5;55;4;5
3137;robot03137;100;10000;3137;5;55;4;5
3138;robot03138;100;10000;3138;5;55;4;5
3139;robot03139;100;10000;3139;5;55;4;5
3140;robot03140;100;10000;3140;5;55;4;5
3141;robot03141;100;10000;3141;5;55;4;5
3142;robot03142;100;10000;3142;5;55;4;5
3143;robot03143;100;10000;3143;5;55;4;5
3144;robot03144;100;10000;3144;5;55;4;5
3145;robot03145;100;10000;3145;5;55;4;5
3146;robot03146;100;10000;3146;5;55;4;5
3147;robot03147;100;10000;3147;5;55;4;5
3148;robot03148;100;10000;3148;5;55;4;5
3149;robot03149;100;10000;3149;5;55;4;5
3150;robot03150;100;10000;3150;5;55;4;5
3151;robot03151;100;10000;3151;5;55;4;5
3152;robot03152;100;10000;3152;5;55;4;5
3153;robot03153;100;10000;3153;5;55;4;5
3154;robot03154;100;10000;3154;5;55;4;5
3155;robot03155;100;10000;3155;5;55;4;5
3156;robot03156;100;10000;3156;5;55;4;5
3157;robot03157;100;10000;3157;5;55;4;5
3158;robot03158;100;10000;3158;5;55;4;5
3159;robot03159;100;10000;3159;5;55;4;5
3160;robot03160;100;10000;3160;5;55;4;5
3161;robot03161;100;10000;3161;5;55;4;5
3162;robot03162;100;10000;3162;5;55;4;5
3163;robot03163;100;10000;3163;5;55;4;5
3164;robot03164;100;10000;3164;5;55;4;5
3165;robot03165;100;10000;3165;5;55;4;5
3166;robot03166;100;10000;3166;5;55;4;5
3167;robot03167;100;10000;3167;5;55;4;5
3168;robot03168;100;10000;3168;5;55;4;5
3169;robot03169;100;10000;3169;5;55;4;5
3170;robot03170;100;10000;3170;5;55;4;5
3171;robot03171;100;10000;3171;5;55;4;5
3172;robot03172;100;10000;3172;5;55;4;5
3173;robot03173;100;10000;3173;5;55;4;5
3174;robot03174;100;10000;3174;5;55;4;5
3175;robot03175;100;10000;3175;5;55;4;5
3176;robot03176;100;10000;3176;5;55;4;5
3177;robot03177;100;10000;3177;5;55;4;5
3178;robot03178;100;10000;3178;5;55;4;5
3179;robot03179;100;10000;3179;5;55;4;5
3180;robot03180;100;10000;3180;5;55;4;5
3181;robot03181;100;10000;3181;5;55;4;5
3182;robot03182;100;10000;3182;5;55;4;5
3183;robot03183;100;10000;3183;5;55;4;5
3184;robot03184;100;10000;3184;5;55;4;5
3185;robot03185;100;10000;3185;5;55;4;5
3186;robot03186;100;10000;3186;5;55;4;5
3187;robot03187;100;10000;3187;5;55;4;5
3188;robot03188;100;10000;3188;5;55;4;5
3189;robot03189;100;10000;3189;5;55;4;5
3190;robot03190;100;10000;3190;5;55;4;5
3191;robot03191;100;10000;3191;5;55;4;5
3192;robot03192;100;10000;3192;5;55;4;5
3193;robot03193;100;10000;3193;5;55;4;5
3194;robot03194;100;10000;3194;5;55;4;5
3195;robot03195;100;10000;3195;5;55;4;5
3196;robot03196;100;10000;3196;5;55;4;5
3197;robot03197;100;10000;3197;5;55;4;5
3198;robot03198;100;10000;3198;5;55;4;5
3199;robot03199;100;10000;3199;5;55;4;5
3200;robot03200;100;10000;3200;5;55;4;5
3201;robot03201;100;10000;3201;5;55;4;5
3202;robot03202;100;10000;3202;5;55;4;5
3203;robot03203;100;10000;3203;5;55;4;5
3204;robot03204;100;10000;3204;5;55;4;5
3205;robot03205;100;10000;3205;5;55;4;5
